"3269";NULL;"1524с22";NULL;"САО";"Академическая Б. ул. 81 с.1 (напротив, позиция 1)";"0";NULL;"1";"Постер 6х3";"http://foto.trk-media.ru/trk-gallery/sever/1524 с Б.JPG";"Академическая Б. ул. 81 с.1 (напротив, позиция 1)";"161016.95";NULL;NULL;"НДС (18%)";"37.55913889";"55.84416667";" ";"0.44";"44.74";"B";"3x6";"1";"2015-04-29 12:43:25";"2015-04-29 12:43:25";"190000";"1"
"3270";NULL;"1526с21";NULL;"САО";"Академическая Б. ул. 81 с.1 (-)";"0";NULL;"1";"Постер 6х3";"http://foto.trk-media.ru/trk-gallery/sever/1526 с А.JPG";"Академическая Б. ул. 81 с.1 (-)";"169491.53";NULL;NULL;"НДС (18%)";"37.55905556";"55.84427778";" ";"0.51";"51.75";"A";"3x6";"1";"2015-04-29 12:43:25";"2015-04-29 12:43:25";"200000";"1"
"3271";NULL;"1526с22";NULL;"САО";"Академическая Б. ул. 81 с.1 (-)";"0";NULL;"1";"Постер 6х3";"http://foto.trk-media.ru/trk-gallery/sever/1526 с Б.JPG";"Академическая Б. ул. 81 с.1 (-)";"161016.95";NULL;NULL;"НДС (18%)";"37.55905556";"55.84427778";" ";"0.44";"44.8";"B";"3x6";"1";"2015-04-29 12:43:25";"2015-04-29 12:43:25";"190000";"1"
"3272";NULL;"1402158421";NULL;"САО";"Алабяна ул. 11 (-)";"0";NULL;"1";"Постер 6х3";"http://foto.trk-media.ru/trk-gallery/zapad/2135 з А.JPG";"Алабяна ул. 11 (-)";"135593.22";NULL;NULL;"НДС (18%)";"37.50558333";"55.80041667";" ";"0.49";"49.43";"A";"3x6";"1";"2015-04-29 12:43:25";"2015-04-29 12:43:25";"160000";"1"
"3273";NULL;"1402158422";NULL;"САО";"Алабяна ул. 11 (-)";"0";NULL;"1";"Постер 6х3";"http://foto.trk-media.ru/trk-gallery/zapad/2135 з Б.JPG";"Алабяна ул. 11 (-)";"127118.64";NULL;NULL;"НДС (18%)";"37.50558333";"55.80041667";" ";"0.45";"45.4";"B";"3x6";"1";"2015-04-29 12:43:25";"2015-04-29 12:43:25";"150000";"1"
"3274";NULL;"2133з21";NULL;"САО";"Алабяна ул. 12 к.2 (-)";"0";NULL;"1";"Постер 6х3";"http://foto.trk-media.ru/trk-gallery/zapad/2133 з А.JPG";"Алабяна ул. 12 к.2 (-)";"135593.22";NULL;NULL;"НДС (18%)";"37.50208333";"55.79897222";" ";"0.42";"42.7";"A";"3x6";"1";"2015-04-29 12:43:25";"2015-04-29 12:43:25";"160000";"1"
"3275";NULL;"2133з22";NULL;"САО";"Алабяна ул. 12 к.2 (-)";"0";NULL;"1";"Постер 6х3";"http://foto.trk-media.ru/trk-gallery/zapad/2133 з Б.JPG";"Алабяна ул. 12 к.2 (-)";"127118.64";NULL;NULL;"НДС (18%)";"37.50208333";"55.79897222";" ";"0.37";"36.9";"B";"3x6";"1";"2015-04-29 12:43:25";"2015-04-29 12:43:25";"150000";"1"
"3276";NULL;"1103000321";NULL;"САО";"Алтуфьевское ш.,вл. 77Б (через дорогу после АЗС (в центр))";"0";NULL;"1";"Постер 6х3";"http://foto.trk-media.ru/trk-gallery/sever/1624 с А.jpg";"Алтуфьевское ш.,вл. 77Б (через дорогу после АЗС (в центр))";"211864.41";NULL;NULL;"НДС (18%)";"37.58597222";"55.87677778";" ";"0.62";"62.81";"A";"3x6";"1";"2015-04-29 12:43:25";"2015-04-29 12:43:25";"250000";"1"
"3277";NULL;"1103000322";NULL;"САО";"Алтуфьевское ш.,вл. 77Б (через дорогу после АЗС (в центр))";"0";NULL;"1";"Постер 6х3";"http://foto.trk-media.ru/trk-gallery/sever/1624 с Б.jpg";"Алтуфьевское ш.,вл. 77Б (через дорогу после АЗС (в центр))";"194915.25";NULL;NULL;"НДС (18%)";"37.58597222";"55.87677778";" ";"0.54";"54.36";"B";"3x6";"1";"2015-04-29 12:43:25";"2015-04-29 12:43:25";"230000";"1"
"3278";NULL;NULL;NULL;"САО";"Алтуфьевское ш.,вл. 77Б (через дорогу после АЗС (в центр) Путевой пр.2 поз. 1 (напротив))";"0";NULL;"1";"Постер 6х3";"http://foto.trk-media.ru/trk-gallery/sever/1625 с А.jpg";"Алтуфьевское ш.,вл. 77Б (через дорогу после АЗС (в центр) Путевой пр.2 поз. 1 (напротив))";"211864.41";NULL;NULL;"НДС (18%)";"37.58597222";"55.87597222";" ";"0";"0";"A";"3x6";"1";"2015-04-29 12:43:25";"2015-04-29 12:43:25";"250000";"1"
